freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,DOM,NR,I551-I553,DE24C	248303 	265573 	380739 	409500 	397522 
A,DOM,NR,I551-I553,DE24D	208689 	211385 	345856 	368371 	367640 
A,DOM,NR,I551-I553,DE25	3436291 	3856858 	6004124 	6566940 	6740698 
A,DOM,NR,I551-I553,DE251	45996 	57059 	70398 	80496 	83342 
A,DOM,NR,I551-I553,DE252	167157 	217349 	399226 	415034 	441685 
A,DOM,NR,I551-I553,DE253	126409 	142586 	232848 	228312 	239676 
A,DOM,NR,I551-I553,DE254	1119962 	1176062 	2129541 	2390261 	2538327 
A,DOM,NR,I551-I553,DE255	30355 	36149 	63378 	67626 	65222 
A,DOM,NR,I551-I553,DE256	575909 	695218 	1016182 	1128773 	1116761 
A,DOM,NR,I551-I553,DE257	123591 	142976 	207214 	214913 	210285 
A,DOM,NR,I551-I553,DE258	108107 	112566 	162032 	162208 	164802 
A,DOM,NR,I551-I553,DE259	137210 	144868 	219187 	227669 	232856 
A,DOM,NR,I551-I553,DE25A	229194 	270354 	387421 	425379 	426275 
A,DOM,NR,I551-I553,DE25B	197797 	202415 	296506 	332997 	327436 
A,DOM,NR,I551-I553,DE25C	574604 	659256 	820191 	893272 	894031 
A,DOM,NR,I551-I553,DE26	3036936 	3268394 	4596221 	5001579 	5057569 
A,DOM,NR,I551-I553,DE261	126127 	133870 	203526 	236841 	241614 
A,DOM,NR,I551-I553,DE262	113078 	117553 	179628 	199523 	205394 
A,DOM,NR,I551-I553,DE263	383534 	418469 	681746 	789168 	882706 
A,DOM,NR,I551-I553,DE264	232456 	265617 	369702 	393672 	379783 
A,DOM,NR,I551-I553,DE265	491503 	555292 	812997 	880316 	866507 
A,DOM,NR,I551-I553,DE266	365335 	376144 	552218 	577813 	585513 
A,DOM,NR,I551-I553,DE267	110332 	118340 	154610 	161687 	149007 
A,DOM,NR,I551-I553,DE268	482147 	520578 	628077 	648074 	641031 
A,DOM,NR,I551-I553,DE269	157903 	165657 	230211 	237310 	239920 
A,DOM,NR,I551-I553,DE26A	278357 	290276 	362658 	385888 	383298 
A,DOM,NR,I551-I553,DE26B	53127 	50371 	73353 	86741 	83289 
A,DOM,NR,I551-I553,DE26C	243037 	256227 	347495 	404546 	399507 
A,DOM,NR,I551-I553,DE27	9641004 	9257415 	12635560 	12845638 	12937890 
A,DOM,NR,I551-I553,DE271	336567 	387920 	675977 	832015 	886938 
A,DOM,NR,I551-I553,DE272	49728 	46621 	72892 	80745 	83619 
A,DOM,NR,I551-I553,DE273	178353 	186333 	267164 	282142 	277607 
A,DOM,NR,I551-I553,DE274	93413 	88419 	119240 	124955 	131802 
A,DOM,NR,I551-I553,DE275	109075 	109474 	138267 	147939 	143760 
A,DOM,NR,I551-I553,DE276	172773 	180456 	280103 	313778 	308475 
A,DOM,NR,I551-I553,DE277	63274 	68746 	99298 	96585 	94645 
A,DOM,NR,I551-I553,DE278	364762 	383416 	580177 	593030 	598596 
A,DOM,NR,I551-I553,DE279	195949 	224142 	307987 	319385 	354173 
A,DOM,NR,I551-I553,DE27A	1077171 	1076550 	1312100 	1362473 	1235978 
A,DOM,NR,I551-I553,DE27B	2337048 	2265657 	2882245 	2883244 	2905182 
A,DOM,NR,I551-I553,DE27C	391082 	439146 	601301 	657834 	688367 
A,DOM,NR,I551-I553,DE27D	182610 	180542 	255279 	266955 	285936 
A,DOM,NR,I551-I553,DE27E	4089199 	3619993 	5043530 	4884558 	4942812 
A,DOM,NR,I551-I553,DE3	8387306 	9734027 	16182540 	17466613 	17611912 
A,DOM,NR,I551-I553,DE30	8387306 	9734027 	16182540 	17466613 	17611912 
A,DOM,NR,I551-I553,DE300	8387306 	9734027 	16182540 	17466613 	17611912 
A,DOM,NR,I551-I553,DE4	8033066 	7971170 	10773392 	11209973 	11530611 
A,DOM,NR,I551-I553,DE40	8033066 	7971170 	10773392 	11209973 	11530611 
A,DOM,NR,I551-I553,DE401	181353 	195516 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE402	150612 	157408 	229541 	258444 	268864 
A,DOM,NR,I551-I553,DE403	130167 	77433 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE404	739320 	684658 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE405	385290 	426951 	: @C	: @C	643083 
A,DOM,NR,I551-I553,DE406	1078004 	1136714 	1673287 	: @C	: @C
A,DOM,NR,I551-I553,DE407	88504 	92740 	126389 	122324 	140723 
A,DOM,NR,I551-I553,DE408	193915 	209086 	252635 	252573 	241294 
A,DOM,NR,I551-I553,DE409	213207 	225750 	296837 	298089 	281453 
A,DOM,NR,I551-I553,DE40A	371345 	389558 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE40B	737050 	656492 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE40C	870223 	864115 	1086781 	: @C	: @C
A,DOM,NR,I551-I553,DE40D	573609 	571809 	724376 	765843 	848230 
A,DOM,NR,I551-I553,DE40E	587237 	586695 	850015 	863921 	871605 
A,DOM,NR,I551-I553,DE40F	193791 	215527 	: @C	: @C	298708 
A,DOM,NR,I551-I553,DE40G	504991 	437264 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE40H	364760 	379987 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE40I	669688 	663467 	: @C	: @C	: @C
A,DOM,NR,I551-I553,DE5	1222746 	1371718 	2055103 	2203637 	2274580 
A,DOM,NR,I551-I553,DE50	1222746 	1371718 	2055103 	2203637 	2274580 
A,DOM,NR,I551-I553,DE501	969092 	1079837 	1693851 	1803406 	1891916 
A,DOM,NR,I551-I553,DE502	253654 	291881 	361252 	400231 	382664 
A,DOM,NR,I551-I553,DE6	5689766 	6272698 	11600343 	12365659 	12299668 
A,DOM,NR,I551-I553,DE60	5689766 	6272698 	11600343 	12365659 	12299668 
A,DOM,NR,I551-I553,DE600	5689766 	6272698 	11600343 	12365659 	12299668 
A,DOM,NR,I551-I553,DE7	11664461 	12039876 	19661394 	21918140 	22338661 
A,DOM,NR,I551-I553,DE71	6720618 	7026061 	12060327 	13816795 	14386513 
A,DOM,NR,I551-I553,DE711	249695 	301116 	529542 	557054 	583104 
A,DOM,NR,I551-I553,DE712	2650440 	2863225 	5400055 	6322164 	6706506 
A,DOM,NR,I551-I553,DE713	204502 	181385 	333920 	409790 	426636 
A,DOM,NR,I551-I553,DE714	400616 	409981 	737989 	880847 	901142 
A,DOM,NR,I551-I553,DE715	304981 	318292 	451638 	484256 	495494 
A,DOM,NR,I551-I553,DE716	239559 	245957 	398508 	407829 	417118 
A,DOM,NR,I551-I553,DE717	384498 	340685 	603979 	729945 	773439 
A,DOM,NR,I551-I553,DE718	357229 	394137 	629569 	661692 	656974 
A,DOM,NR,I551-I553,DE719	385800 	437909 	648733 	705916 	717412 
A,DOM,NR,I551-I553,DE71A	266617 	247597 	504752 	611915 	696405 
A,DOM,NR,I551-I553,DE71B	158530 	180980 	270732 	303224 	304531 
A,DOM,NR,I551-I553,DE71C	460088 	440436 	609513 	691595 	645910 
A,DOM,NR,I551-I553,DE71D	419198 	419133 	578105 	620690 	604454 
A,DOM,NR,I551-I553,DE71E	238865 	245228 	363292 	429878 	457388 
A,DOM,NR,I551-I553,DE72	1191441 	1222963 	1852381 	1979680 	1995429 
A,DOM,NR,I551-I553,DE721	200200 	206825 	318250 	361580 	374126 
A,DOM,NR,I551-I553,DE722	262378 	257170 	386732 	383565 	380221 
A,DOM,NR,I551-I553,DE723	197898 	206134 	330839 	374708 	383883 
A,DOM,NR,I551-I553,DE724	287582 	305283 	443491 	465045 	472546 
A,DOM,NR,I551-I553,DE725	243383 	247551 	373069 	394782 	384653 
A,DOM,NR,I551-I553,DE73	3752402 	3790852 	5748686 	6121665 	5956719 
A,DOM,NR,I551-I553,DE731	406547 	397795 	693694 	719480 	740664 
A,DOM,NR,I551-I553,DE732	844649 	888784 	1369815 	1483719 	1425363 
A,DOM,NR,I551-I553,DE733	367922 	384972 	551719 	596293 	537030 
A,DOM,NR,I551-I553,DE734	394736 	400731 	581985 	627761 	621964 
A,DOM,NR,I551-I553,DE735	270642 	277137 	384992 	415898 	396041 
A,DOM,NR,I551-I553,DE736	1260941 	1220412 	1837861 	1944038 	1903745 
A,DOM,NR,I551-I553,DE737	206965 	221021 	328620 	334476 	331912 
A,DOM,NR,I551-I553,DE8	24835207 	23369885 	28200705 	28108644 	28631198 
A,DOM,NR,I551-I553,DE80	24835207 	23369885 	28200705 	28108644 	28631198 
A,DOM,NR,I551-I553,DE803	1424377 	1340097 	1891678 	1941475 	2047397 
A,DOM,NR,I551-I553,DE804	240092 	228525 	311356 	332801 	396337 
A,DOM,NR,I551-I553,DE80J	3267551 	2886745 	3318323 	3387248 	3336457 
A,DOM,NR,I551-I553,DE80K	3638367 	3463444 	4447096 	4356722 	4484175 
A,DOM,NR,I551-I553,DE80L	8726178 	8068752 	9410036 	9267329 	9366473 
A,DOM,NR,I551-I553,DE80M	1798147 	1754677 	2203031 	2201342 	2102697 
A,DOM,NR,I551-I553,DE80N	4971591 	4853719 	5782906 	5791675 	6042092 
A,DOM,NR,I551-I553,DE80O	768904 	773926 	836279 	830052 	855570 
A,DOM,NR,I551-I553,DE9	24099824 	25695897 	34711190 	35975962 	36415011 
A,DOM,NR,I551-I553,DE91	3400774 	3373871 	5037572 	5519705 	5608194 
A,DOM,NR,I551-I553,DE911	292670 	314569 	544191 	587179 	588554 
A,DOM,NR,I551-I553,DE912	98678 	102915 	123388 	146425 	143564 
A,DOM,NR,I551-I553,DE913	210016 	189406 	338046 	444722 	498863 
A,DOM,NR,I551-I553,DE914	175626 	179352 	249790 	278332 	264304 
A,DOM,NR,I551-I553,DE916	1363663 	1266399 	1872926 	2029085 	2061844 
A,DOM,NR,I551-I553,DE917	71468 	67675 	94381 	101466 	100863 
A,DOM,NR,I551-I553,DE918	138448 	156724 	229175 	274597 	278003 
A,DOM,NR,I551-I553,DE91A	51374 	56221 	70801 	68341 	87946 
A,DOM,NR,I551-I553,DE91B	58587 	66057 	83392 	95113 	89618 
A,DOM,NR,I551-I553,DE91C	940244 	974553 	1431482 	1494445 	1494635 
A,DOM,NR,I551-I553,DE92	2949865 	3280923 	4929772 	5459465 	5456222 
A,DOM,NR,I551-I553,DE922	192619 	371905 	502523 	573283 	617372 
A,DOM,NR,I551-I553,DE923	284503 	305561 	440570 	542420 	509465 
A,DOM,NR,I551-I553,DE925	217617 	223675 	372625 	408769 	398012 
A,DOM,NR,I551-I553,DE926	149716 	150436 	193747 	177348 	173560 
A,DOM,NR,I551-I553,DE927	131088 	142628 	195212 	203740 	211518 
A,DOM,NR,I551-I553,DE928	217456 	232018 	304857 	346057 	325185 
A,DOM,NR,I551-I553,DE929	1756866 	1854700 	2920238 	3207848 	3221110 
A,DOM,NR,I551-I553,DE93	6268426 	6712623 	8825607 	8888467 	9008024 
A,DOM,NR,I551-I553,DE931	506068 	560899 	644180 	675648 	704639 
A,DOM,NR,I551-I553,DE932	1778847 	1785338 	2205010 	2194763 	2207398 
A,DOM,NR,I551-I553,DE933	463229 	481551 	626942 	653114 	670973 
A,DOM,NR,I551-I553,DE934	172877 	173593 	220710 	237633 	246258 
A,DOM,NR,I551-I553,DE935	408880 	430771 	626824 	650694 	663694 
A,DOM,NR,I551-I553,DE936	77205 	83852 	155668 	142868 	150122 
A,DOM,NR,I551-I553,DE937	211884 	259281 	398310 	425130 	418647 
A,DOM,NR,I551-I553,DE938	1915134 	2093317 	2803372 	2709910 	2729524 
A,DOM,NR,I551-I553,DE939	323611 	372221 	524620 	549803 	569514 
A,DOM,NR,I551-I553,DE93A	243115 	274674 	361427 	363918 	358913 
A,DOM,NR,I551-I553,DE93B	167576 	197126 	258544 	284986 	288342 
A,DOM,NR,I551-I553,DE94	11480759 	12328480 	15918239 	16108325 	16342571 
A,DOM,NR,I551-I553,DE941	37582 	35369 	55157 	57388 	56655 
A,DOM,NR,I551-I553,DE942	181844 	180196 	220161 	215225 	240241 
A,DOM,NR,I551-I553,DE943	154261 	157507 	231687 	237627 	244145 
A,DOM,NR,I551-I553,DE944	200677 	218220 	349414 	399999 	408629 
A,DOM,NR,I551-I553,DE945	186576 	220567 	280648 	269968 	280434 
A,DOM,NR,I551-I553,DE946	400017 	423011 	577244 	574297 	588230 
A,DOM,NR,I551-I553,DE947	2936085 	3038401 	3804385 	3854535 	3913722 
A,DOM,NR,I551-I553,DE948	238765 	272426 	375096 	361822 	365797 
A,DOM,NR,I551-I553,DE949	1128202 	1288017 	1858438 	2031477 	2061011 
A,DOM,NR,I551-I553,DE94A	1390787 	1553206 	1764769 	1636753 	1674800 
A,DOM,NR,I551-I553,DE94B	242432 	289875 	376295 	358432 	383665 
A,DOM,NR,I551-I553,DE94C	995244 	1079429 	1429994 	1422831 	1453233 
A,DOM,NR,I551-I553,DE94D	195280 	214838 	333562 	362496 	361066 
A,DOM,NR,I551-I553,DE94E	581256 	617191 	840479 	885021 	879601 
A,DOM,NR,I551-I553,DE94F	161788 	195063 	298276 	315935 	323097 
A,DOM,NR,I551-I553,DE94G	591926 	588874 	728183 	733243 	690698 
A,DOM,NR,I551-I553,DE94H	1858037 	1956290 	2394451 	2391276 	2417547 
A,DOM,NR,I551-I553,DEA	17777762 	19068874 	30636968 	33580783 	33750785 
A,DOM,NR,I551-I553,DEA1	4214289 	4511421 	8101299 	9176008 	9053955 
A,DOM,NR,I551-I553,DEA11	1275468 	1413095 	2839519 	3406458 	3438128 
A,DOM,NR,I551-I553,DEA12	166890 	184198 	348897 	384190 	368146 
A,DOM,NR,I551-I553,DEA13	456408 	511840 	1024959 	1176620 	1197023 
A,DOM,NR,I551-I553,DEA14	88647 	96559 	159785 	188081 	209343 
A,DOM,NR,I551-I553,DEA15	144463 	155790 	276648 	289825 	249652 
A,DOM,NR,I551-I553,DEA16	79415 	77292 	106866 	123241 	122497 
A,DOM,NR,I551-I553,DEA17	171452 	178661 	310936 	369758 	360188 
A,DOM,NR,I551-I553,DEA18	43082 	43464 	67815 	71188 	57056 
A,DOM,NR,I551-I553,DEA19	33501 	36968 	58890 	71565 	72217 
A,DOM,NR,I551-I553,DEA1A	170431 	185761 	310580 	337046 	310164 
A,DOM,NR,I551-I553,DEA1B	399497 	429865 	644248 	663817 	632571 
A,DOM,NR,I551-I553,DEA1C	337342 	306915 	569059 	633370 	608882 
A,DOM,NR,I551-I553,DEA1D	263739 	273753 	425803 	476736 	466938 
A,DOM,NR,I551-I553,DEA1E	176114 	183899 	299920 	305615 	313786 
A,DOM,NR,I551-I553,DEA1F	407840 	433361 	657374 	678498 	647364 
A,DOM,NR,I551-I553,DEA2	5121180 	5436034 	9089555 	9912398 	10109118 
A,DOM,NR,I551-I553,DEA22	594626 	675204 	1063430 	1163481 	1175490 
A,DOM,NR,I551-I553,DEA23	1890093 	2048302 	3791918 	4293311 	4455356 
A,DOM,NR,I551-I553,DEA24	98652 	100682 	138323 	154028 	151774 
A,DOM,NR,I551-I553,DEA26	292504 	293906 	420651 	405322 	380037 
A,DOM,NR,I551-I553,DEA27	376721 	408195 	603772 	642133 	664696 
A,DOM,NR,I551-I553,DEA28	372841 	319051 	540977 	536402 	545562 
A,DOM,NR,I551-I553,DEA29	119357 	126097 	188419 	209270 	213168 
A,DOM,NR,I551-I553,DEA2A	220466 	235059 	399849 	430705 	416665 
A,DOM,NR,I551-I553,DEA2B	124933 	140994 	213034 	220085 	209056 
A,DOM,NR,I551-I553,DEA2C	479194 	518673 	812341 	869263 	895035 
A,DOM,NR,I551-I553,DEA2D	551793 	569871 	916841 	988398 	1002279 
A,DOM,NR,I551-I553,DEA3	2208938 	2529064 	3547590 	3917041 	3977153 
A,DOM,NR,I551-I553,DEA31	28650 	34891 	52176 	58841 	53373 
A,DOM,NR,I551-I553,DEA32	153721 	156378 	235595 	271211 	253944 
A,DOM,NR,I551-I553,DEA33	478928 	558398 	893706 	1014513 	1059163 
A,DOM,NR,I551-I553,DEA34	316851 	362722 	461611 	512204 	486963 
A,DOM,NR,I551-I553,DEA35	318287 	316146 	523132 	601972 	614798 
A,DOM,NR,I551-I553,DEA36	317709 	396023 	468318 	482912 	524259 
A,DOM,NR,I551-I553,DEA37	403146 	464784 	596291 	643093 	632912 
A,DOM,NR,I551-I553,DEA38	191646 	239722 	316761 	332295 	351741 
A,DOM,NR,I551-I553,DEA4	2066942 	2198404 	3315244 	3547756 	3496503 
A,DOM,NR,I551-I553,DEA41	238708 	261676 	436872 	456769 	489387 
A,DOM,NR,I551-I553,DEA42	265596 	304989 	458788 	469495 	457266 
A,DOM,NR,I551-I553,DEA43	108641 	110848 	156428 	194570 	193262 
A,DOM,NR,I551-I553,DEA44	289402 	291000 	425945 	479511 	424672 
A,DOM,NR,I551-I553,DEA45	590422 	615198 	877147 	908939 	835439 
A,DOM,NR,I551-I553,DEA46	269071 	288516 	458164 	488285 	489937 
A,DOM,NR,I551-I553,DEA47	305102 	326177 	501900 	550187 	606540 
A,DOM,NR,I551-I553,DEA5	4166413 	4393951 	6583280 	7027580 	7114056 
A,DOM,NR,I551-I553,DEA51	204191 	216494 	474997 	559529 	638527 
A,DOM,NR,I551-I553,DEA52	446774 	473889 	857184 	1050123 	1067720 
A,DOM,NR,I551-I553,DEA53	76670 	78531 	140382 	158941 	166747 
A,DOM,NR,I551-I553,DEA54	88945 	87825 	132672 	151556 	150500 
A,DOM,NR,I551-I553,DEA55	37402 	37909 	55893 	57916 	55851 
A,DOM,NR,I551-I553,DEA56	153902 	156016 	252418 	268275 	260621 
A,DOM,NR,I551-I553,DEA57	1846951 	1915686 	2630468 	2639676 	2657383 
A,DOM,NR,I551-I553,DEA58	186782 	212220 	287010 	315094 	311674 
A,DOM,NR,I551-I553,DEA59	303254 	300375 	437718 	436132 	432413 
A,DOM,NR,I551-I553,DEA5A	213449 	229639 	298899 	348171 	355025 
A,DOM,NR,I551-I553,DEA5B	420653 	476499 	699366 	702726 	686494 
A,DOM,NR,I551-I553,DEA5C	187440 	208868 	316273 	339441 	331101 
A,DOM,NR,I551-I553,DEB	10899316 	10268038 	14557649 	15124479 	15092337 
A,DOM,NR,I551-I553,DEB1	4522842 	4067476 	5817337 	6072869 	6045500 
A,DOM,NR,I551-I553,DEB11	487077 	458891 	657359 	686534 	695191 
A,DOM,NR,I551-I553,DEB12	592373 	352545 	494761 	654642 	710695 
A,DOM,NR,I551-I553,DEB13	95845 	94787 	155023 	164798 	155208 
A,DOM,NR,I551-I553,DEB14	328997 	345266 	473288 	521679 	504945 
A,DOM,NR,I551-I553,DEB15	159079 	163928 	207968 	201367 	242979 
A,DOM,NR,I551-I553,DEB17	464742 	429722 	703659 	712260 	650941 
A,DOM,NR,I551-I553,DEB18	229580 	212420 	308715 	309210 	293052 
A,DOM,NR,I551-I553,DEB1A	355330 	338066 	506056 	517651 	501642 
A,DOM,NR,I551-I553,DEB1B	333080 	351799 	542338 	551801 	567453 
A,DOM,NR,I551-I553,DEB1C	1042363 	915655 	1171974 	1165289 	1124511 
A,DOM,NR,I551-I553,DEB1D	434376 	404397 	596196 	587638 	598883 
A,DOM,NR,I551-I553,DEB2	3132177 	2993955 	3999764 	4041305 	4011556 
A,DOM,NR,I551-I553,DEB21	407668 	385490 	630504 	653338 	645530 
A,DOM,NR,I551-I553,DEB22	1022431 	936377 	1208602 	1257180 	1174694 
A,DOM,NR,I551-I553,DEB23	362219 	333434 	446672 	538374 	514945 
A,DOM,NR,I551-I553,DEB24	701962 	677040 	877206 	797098 	904468 
A,DOM,NR,I551-I553,DEB25	637897 	661614 	836780 	795315 	771919 
A,DOM,NR,I551-I553,DEB3	3244297 	3206607 	4740548 	5010305 	5035281 
A,DOM,NR,I551-I553,DEB31	34956 	40235 	66478 	61688 	64519 
A,DOM,NR,I551-I553,DEB32	108708 	127436 	183181 	213898 	201704 
A,DOM,NR,I551-I553,DEB33	61311 	63551 	84272 	102475 	103523 
A,DOM,NR,I551-I553,DEB34	170167 	144785 	206675 	216350 	224250 
A,DOM,NR,I551-I553,DEB35	388043 	405697 	738578 	817588 	891893 
A,DOM,NR,I551-I553,DEB36	91591 	89039 	136377 	153667 	172368 
A,DOM,NR,I551-I553,DEB37	43485 	45908 	76650 	85293 	83060 
A,DOM,NR,I551-I553,DEB38	142974 	136672 	238805 	258535 	243133 
A,DOM,NR,I551-I553,DEB39	88880 	80312 	114402 	116520 	128421 
A,DOM,NR,I551-I553,DEB3A	25209 	27050 	33727 	32824 	35982 
A,DOM,NR,I551-I553,DEB3B	97260 	99135 	119900 	125808 	126040 
A,DOM,NR,I551-I553,DEB3C	515386 	466023 	664598 	684627 	678921 
A,DOM,NR,I551-I553,DEB3D	91122 	93605 	138735 	140505 	137277 
A,DOM,NR,I551-I553,DEB3E	100886 	113180 	130189 	129275 	117671 
A,DOM,NR,I551-I553,DEB3F	92551 	95220 	123450 	142926 	134395 
A,DOM,NR,I551-I553,DEB3G	58883 	61159 	85089 	94205 	93433 
A,DOM,NR,I551-I553,DEB3H	435407 	437473 	583301 	627566 	624874 
A,DOM,NR,I551-I553,DEB3I	72045 	66864 	100328 	101848 	88095 
A,DOM,NR,I551-I553,DEB3J	330121 	351796 	511621 	536078 	524604 
A,DOM,NR,I551-I553,DEB3K	295312 	261467 	404192 	368629 	361118 
A,DOM,NR,I551-I553,DEC	1193448 	1214041 	1912626 	1977946 	1898157 
A,DOM,NR,I551-I553,DEC0	1193448 	1214041 	1912626 	1977946 	1898157 
A,DOM,NR,I551-I553,DEC01	286512 	298369 	506062 	561607 	600871 
A,DOM,NR,I551-I553,DEC02	205821 	191580 	290418 	311508 	293448 
A,DOM,NR,I551-I553,DEC03	47167 	48289 	67447 	77608 	59328 
A,DOM,NR,I551-I553,DEC04	93166 	92356 	149235 	151603 	140737 
A,DOM,NR,I551-I553,DEC05	108379 	122287 	185890 	198927 	191533 
A,DOM,NR,I551-I553,DEC06	452403 	461160 	713574 	676693 	612240 
A,DOM,NR,I551-I553,DED	10395154 	9273762 	14031271 	15383543 	15445314 
A,DOM,NR,I551-I553,DED2	5544673 	4652358 	6791787 	7534004 	7751492 
A,DOM,NR,I551-I553,DED21	2248189 	1918608 	: @C	: @C	3724605 
A,DOM,NR,I551-I553,DED2C	510924 	463003 	547733 	579467 	599121 
A,DOM,NR,I551-I553,DED2D	851443 	747393 	: @C	: @C	1132008 
A,DOM,NR,I551-I553,DED2E	426600 	369789 	511711 	568879 	587027 
A,DOM,NR,I551-I553,DED2F	1507517 	1153565 	1569422 	1697194 	1708731 
A,DOM,NR,I551-I553,DED4	2461969 	2169720 	3404861 	3622559 	3538734 
A,DOM,NR,I551-I553,DED41	228169 	217551 	: @C	: @C	392570 
A,DOM,NR,I551-I553,DED42	1048843 	792069 	1377170 	1452044 	1428849 
A,DOM,NR,I551-I553,DED43	332678 	305732 	: @C	: @C	490612 
A,DOM,NR,I551-I553,DED44	488561 	479930 	768697 	843178 	803321 
A,DOM,NR,I551-I553,DED45	363718 	374438 	423557 	442528 	423382 
A,DOM,NR,I551-I553,DED5	2388512 	2451684 	3834623 	4226980 	4155088 
A,DOM,NR,I551-I553,DED51	1734710 	1784970 	2904559 	3283905 	3228398 
A,DOM,NR,I551-I553,DED52	320256 	306606 	448134 	461935 	462912 
A,DOM,NR,I551-I553,DED53	333546 	360108 	481930 	481140 	463778 
A,DOM,NR,I551-I553,DEE	4768922 	4583532 	6402142 	6701787 	6698241 
A,DOM,NR,I551-I553,DEE0	4768922 	4583532 	6402142 	6701787 	6698241 
A,DOM,NR,I551-I553,DEE01	119257 	116568 	165449 	192763 	201941 
A,DOM,NR,I551-I553,DEE02	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE03	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE04	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE05	206470 	196626 	232972 	254017 	271069 
A,DOM,NR,I551-I553,DEE06	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE07	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE08	366089 	343509 	486010 	506477 	478137 
A,DOM,NR,I551-I553,DEE09	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE0A	: @C	: @C	: @C	: @C	: @C
A,DOM,NR,I551-I553,DEE0B	266863 	282687 	350602 	364554 	374405 
A,DOM,NR,I551-I553,DEE0C	202051 	208186 	253630 	269811 	268622 
A,DOM,NR,I551-I553,DEE0D	212959 	193545 	272059 	284046 	305664 
A,DOM,NR,I551-I553,DEE0E	343117 	308009 	406333 	414353 	419602 
A,DOM,NR,I551-I553,DEF	25579494 	28466924 	32701781 	32652955 	32538537 
A,DOM,NR,I551-I553,DEF0	25579494 	28466924 	32701781 	32652955 	32538537 
A,DOM,NR,I551-I553,DEF01	163782 	222610 	287586 	296854 	266497 
A,DOM,NR,I551-I553,DEF02	503516 	582737 	768367 	915585 	908871 
A,DOM,NR,I551-I553,DEF03	1470021 	1683456 	2047674 	1974572 	2028630 
A,DOM,NR,I551-I553,DEF04	88884 	96069 	128835 	138118 	148509 
A,DOM,NR,I551-I553,DEF05	1496489 	1580804 	1817799 	1880146 	1925432 
A,DOM,NR,I551-I553,DEF06	365733 	407282 	531430 	540650 	551518 
A,DOM,NR,I551-I553,DEF07	7732165 	8561909 	9721486 	9590983 	9423517 
A,DOM,NR,I551-I553,DEF08	8668107 	9297824 	10328209 	10258415 	10323253 
A,DOM,NR,I551-I553,DEF09	398343 	446094 	624269 	697854 	708681 
A,DOM,NR,I551-I553,DEF0A	1396599 	1571073 	1690342 	1635215 	1616477 
A,DOM,NR,I551-I553,DEF0B	1406035 	1637692 	1808256 	1812323 	1720525 
A,DOM,NR,I551-I553,DEF0C	1331690 	1727370 	1993838 	1930928 	1968846 
A,DOM,NR,I551-I553,DEF0D	257901 	330166 	496656 	486050 	471305 
A,DOM,NR,I551-I553,DEF0E	85772 	98594 	144270 	161490 	155915 
A,DOM,NR,I551-I553,DEF0F	214457 	223244 	312764 	333772 	320561 
A,DOM,NR,I551-I553,DEG	4872125 	4733144 	6818734 	7406456 	7581116 
A,DOM,NR,I551-I553,DEG0	4872125 	4733144 	6818734 	7406456 	7581116 
A,DOM,NR,I551-I553,DEG01	465419 	640657 	782088 	: @C	: @C
A,DOM,NR,I551-I553,DEG02	: @C	: @C	: @C	122316 	114406 
A,DOM,NR,I551-I553,DEG03	: @C	: @C	: @C	327364 	336799 
A,DOM,NR,I551-I553,DEG04	: @C	: @C	173389 	: 	: 
A,DOM,NR,I551-I553,DEG05	384891 	: @C	561523 	: @C	: @C
A,DOM,NR,I551-I553,DEG06	126815 	129191 	202919 	221789 	239966 
A,DOM,NR,I551-I553,DEG07	106617 	104342 	155087 	160242 	165452 
A,DOM,NR,I551-I553,DEG09	152572 	150473 	216725 	253610 	257970 
A,DOM,NR,I551-I553,DEG0A	124935 	127503 	214724 	218816 	204241 
A,DOM,NR,I551-I553,DEG0B	460855 	386291 	606963 	: 	: 
A,DOM,NR,I551-I553,DEG0C	558182 	527370 	709762 	769078 	801531 
A,DOM,NR,I551-I553,DEG0D	: @C	: @C	63738 	67964 	82067 
A,DOM,NR,I551-I553,DEG0E	231036 	161867 	232209 	: @C	: @C
A,DOM,NR,I551-I553,DEG0F	268848 	237135 	326346 	: 	: 
A,DOM,NR,I551-I553,DEG0G	232391 	223622 	294761 	307171 	293299 
A,DOM,NR,I551-I553,DEG0H	75677 	71388 	113312 	: 	: 
A,DOM,NR,I551-I553,DEG0I	219254 	207864 	335789 	: 	: 
A,DOM,NR,I551-I553,DEG0J	114419 	120677 	175437 	179945 	174391 
