freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,TOTAL,NR,I551-I553,ES422	384818 	647430 	907861 	958299 	935863 
A,TOTAL,NR,I551-I553,ES423	452509 	740801 	954895 	943766 	964798 
A,TOTAL,NR,I551-I553,ES424	379748 	550334 	735747 	801261 	769292 
A,TOTAL,NR,I551-I553,ES425	653645 	1187921 	1840885 	1932257 	1970951 
A,TOTAL,NR,I551-I553,ES43	1607233 	2610830 	3597110 	3784158 	4081510 
A,TOTAL,NR,I551-I553,ES431	634724 	1012365 	1487768 	1584266 	1653651 
A,TOTAL,NR,I551-I553,ES432	972510 	1598465 	2109344 	2199892 	2427859 
A,TOTAL,NR,I551-I553,ES5	50167005 	107060495 	194581631 	206877356 	216177755 
A,TOTAL,NR,I551-I553,ES51	24187883 	44708438 	79857351 	85635851 	88670191 
A,TOTAL,NR,I551-I553,ES511	9252975 	16732721 	35739138 	39770370 	41221572 
A,TOTAL,NR,I551-I553,ES512	7984281 	14543343 	22723698 	23634098 	24474095 
A,TOTAL,NR,I551-I553,ES513	1976684 	2509061 	3348092 	3369984 	3277502 
A,TOTAL,NR,I551-I553,ES514	4973942 	10923314 	18046422 	18861398 	19697521 
A,TOTAL,NR,I551-I553,ES52	18289697 	31496049 	49350534 	52449694 	53662343 
A,TOTAL,NR,I551-I553,ES521	10441675 	17528099 	29222589 	31996890 	32579948 
A,TOTAL,NR,I551-I553,ES522	3294477 	5945569 	7993551 	7790870 	7911112 
A,TOTAL,NR,I551-I553,ES523	4553544 	8022382 	12134394 	12661934 	13171283 
A,TOTAL,NR,I551-I553,ES53	7689424 	30856007 	65373745 	68791810 	73845222 
A,TOTAL,NR,I551-I553,ES531	1620183 	5895272 	11021677 	11254978 	11859783 
A,TOTAL,NR,I551-I553,ES532	4980455 	21852299 	48276509 	51193029 	55265587 
A,TOTAL,NR,I551-I553,ES533	1088787 	3108437 	6075559 	6343804 	6719852 
A,TOTAL,NR,I551-I553,ES6	26447673 	46193610 	73095313 	79671267 	83287645 
A,TOTAL,NR,I551-I553,ES61	24061729 	42305005 	67645321 	73900351 	77308673 
A,TOTAL,NR,I551-I553,ES611	2457719 	4645090 	6515627 	6835184 	7168615 
A,TOTAL,NR,I551-I553,ES612	4114528 	7194424 	9923722 	10685787 	11137847 
A,TOTAL,NR,I551-I553,ES613	870647 	1341339 	2127093 	2390903 	2375058 
A,TOTAL,NR,I551-I553,ES614	2668078 	4034473 	6796678 	7416276 	7842609 
A,TOTAL,NR,I551-I553,ES615	2209917 	3736738 	5438243 	5738936 	6273367 
A,TOTAL,NR,I551-I553,ES616	722936 	1071159 	1438012 	1491087 	1809694 
A,TOTAL,NR,I551-I553,ES617	8434109 	15879095 	27033922 	29676095 	30456704 
A,TOTAL,NR,I551-I553,ES618	2583796 	4402687 	8372023 	9668181 	10247326 
A,TOTAL,NR,I551-I553,ES62	2256175 	3697515 	5192434 	5493664 	5710567 
A,TOTAL,NR,I551-I553,ES620	2256175 	3697515 	5192434 	5493664 	5710567 
A,TOTAL,NR,I551-I553,ES63	70874 	97348 	137180 	144427 	134584 
A,TOTAL,NR,I551-I553,ES630	70874 	97348 	137180 	144427 	134584 
A,TOTAL,NR,I551-I553,ES64	58895 	93743 	120379 	132824 	133821 
A,TOTAL,NR,I551-I553,ES640	58895 	93743 	120379 	132824 	133821 
A,TOTAL,NR,I551-I553,ES7	29139353 	42002205 	89267046 	95574956 	99488821 
A,TOTAL,NR,I551-I553,ES70	29139353 	42002205 	89267046 	95574956 	99488821 
A,TOTAL,NR,I551-I553,ES703	80681 	98921 	129417 	164229 	151519 
A,TOTAL,NR,I551-I553,ES704	4462744 	6984006 	13435083 	14595356 	15743160 
A,TOTAL,NR,I551-I553,ES705	8680667 	12243608 	24493515 	26067163 	26989094 
A,TOTAL,NR,I551-I553,ES706	497266 	642095 	931411 	969708 	881293 
A,TOTAL,NR,I551-I553,ES707	563682 	729331 	1184941 	1122753 	1247484 
A,TOTAL,NR,I551-I553,ES708	4594043 	6637343 	16921052 	18335971 	18702161 
A,TOTAL,NR,I551-I553,ES709	10260271 	14669462 	32171628 	34319774 	35774106 
A,TOTAL,NR,I551-I553,EU27_2020	1422096254 e	1833618994 	2754886917 	2943247398 	3021780365 
A,TOTAL,NR,I551-I553,FI	14323661 	17488715 	21971266 	22832061 	22678358 
A,TOTAL,NR,I551-I553,FI1	14163057 	17207958 	21521233 	22405480 	22258476 
A,TOTAL,NR,I551-I553,FI19	2927719 	3712355 	4371244 	4493436 	4403665 
A,TOTAL,NR,I551-I553,FI193	740673 	918795 	1036672 	: 	: 
A,TOTAL,NR,I551-I553,FI194	566204 	725015 	724051 	: 	: 
A,TOTAL,NR,I551-I553,FI195	272604 	375994 	427404 	: 	: 
A,TOTAL,NR,I551-I553,FI196	313035 	366021 	414581 	403232 	414391 
A,TOTAL,NR,I551-I553,FI197	1035203 	1326530 	1768536 	: 	: 
A,TOTAL,NR,I551-I553,FI198	: 	: 	: 	1043820 	1047554 
A,TOTAL,NR,I551-I553,FI199	: 	: 	: 	789968 	765250 
A,TOTAL,NR,I551-I553,FI19A	: 	: 	: 	391795 	378872 
A,TOTAL,NR,I551-I553,FI19B	: 	: 	: 	1864621 	1797598 
A,TOTAL,NR,I551-I553,FI1B	2842555 	3668557 	5924883 	6360553 	6806633 
A,TOTAL,NR,I551-I553,FI1B1	2842555 	3668557 	5924883 	6360553 	6806633 
A,TOTAL,NR,I551-I553,FI1C	2217022 	2668107 	3226054 	3289121 	3126700 
A,TOTAL,NR,I551-I553,FI1C1	894946 	1124671 	1391705 	1428086 	1336510 
A,TOTAL,NR,I551-I553,FI1C2	238854 	308456 	387814 	389846 	386661 
A,TOTAL,NR,I551-I553,FI1C3	349649 	441722 	568251 	: 	: 
A,TOTAL,NR,I551-I553,FI1C4	219191 	265648 	285427 	: 	: 
A,TOTAL,NR,I551-I553,FI1C5	514382 	527610 	592857 	589233 	524634 
A,TOTAL,NR,I551-I553,FI1C6	: 	: 	: 	604954 	602310 
A,TOTAL,NR,I551-I553,FI1C7	: 	: 	: 	277002 	276585 
A,TOTAL,NR,I551-I553,FI1D	6175761 	7158939 	7999052 	8262370 	7921478 
A,TOTAL,NR,I551-I553,FI1D1	531773 	637466 	624899 	: 	: 
A,TOTAL,NR,I551-I553,FI1D2	614136 	742583 	820828 	: 	: 
A,TOTAL,NR,I551-I553,FI1D3	396254 	445359 	473082 	: 	: 
A,TOTAL,NR,I551-I553,FI1D5	110143 	127885 	141545 	137541 	138178 
A,TOTAL,NR,I551-I553,FI1D7	2052441 	2345237 	3105991 	3348570 	3373212 
A,TOTAL,NR,I551-I553,FI1D8	866641 	971841 	940832 	921322 	614153 
A,TOTAL,NR,I551-I553,FI1D9	1604373 	1888568 	1891875 	1908409 	1832910 
A,TOTAL,NR,I551-I553,FI1DA	: 	: 	: 	611793 	621400 
A,TOTAL,NR,I551-I553,FI1DB	: 	: 	: 	829629 	809147 
A,TOTAL,NR,I551-I553,FI1DC	: 	: 	: 	505106 	532478 
A,TOTAL,NR,I551-I553,FI2	160604 	280757 	450033 	426581 	419882 
A,TOTAL,NR,I551-I553,FI20	160604 	280757 	450033 	426581 	419882 
A,TOTAL,NR,I551-I553,FI200	160604 	280757 	450033 	426581 	419882 
A,TOTAL,NR,I551-I553,FR	257875315 u	324389046 e	449792261 	460271796 	457644262 
A,TOTAL,NR,I551-I553,FR1	31284381 e	45032572 e	80351452 	85162673 	83679429 
A,TOTAL,NR,I551-I553,FR10	31284381 e	45032572 e	80351452 	85162673 	83679429 
A,TOTAL,NR,I551-I553,FR101	14756068 e	22959988 e	41904322 	43919410 	43162004 
A,TOTAL,NR,I551-I553,FR102	4775828 e	7070849 e	12362498 	13297242 	13416454 
A,TOTAL,NR,I551-I553,FR103	1574094 e	1921799 e	3052915 	3126479 	2985179 
A,TOTAL,NR,I551-I553,FR104	1281729 e	1676142 e	2787793 	2867607 	2763307 
A,TOTAL,NR,I551-I553,FR105	2931256 e	4089838 e	7480286 	8145461 	8120891 
A,TOTAL,NR,I551-I553,FR106	2064877 e	2571245 e	4575882 	4922533 	4665183 
A,TOTAL,NR,I551-I553,FR107	1941465 e	2440401 e	4239488 	4415695 	4185322 
A,TOTAL,NR,I551-I553,FR108	1959063 e	2302310 e	3948266 	4468246 	4381089 
A,TOTAL,NR,I551-I553,FRB	5878779 e	7549059 e	10394573 	10742288 	10232755 
A,TOTAL,NR,I551-I553,FRB0	5878779 e	7549059 e	10394573 	10742288 	10232755 
A,TOTAL,NR,I551-I553,FRB01	494690 e	626822 e	823244 	848055 	854219 
A,TOTAL,NR,I551-I553,FRB02	473696 e	577861 e	882150 	908839 	923699 
A,TOTAL,NR,I551-I553,FRB03	352111 e	434088 e	605675 	626369 	592550 
A,TOTAL,NR,I551-I553,FRB04	1739882 e	2245083 e	3164668 	3228898 	3071989 
A,TOTAL,NR,I551-I553,FRB05	1805164 e	2377560 e	3108529 	3283151 	3000903 
A,TOTAL,NR,I551-I553,FRB06	1013235 e	1287645 e	1810307 	1846977 	1789397 
A,TOTAL,NR,I551-I553,FRC	7014187 e	8161703 e	11311163 	11680625 	11475098 
A,TOTAL,NR,I551-I553,FRC1	4071173 e	4991476 e	7068254 	7254703 	7137397 
A,TOTAL,NR,I551-I553,FRC11	1733254 e	2223941 e	3251134 	3371748 	3408055 
A,TOTAL,NR,I551-I553,FRC12	483819 e	542104 e	717997 	742257 	716590 
A,TOTAL,NR,I551-I553,FRC13	1258222 e	1539748 e	2112661 	2167153 	2083543 
A,TOTAL,NR,I551-I553,FRC14	595878 e	685682 e	986462 	973545 	929209 
A,TOTAL,NR,I551-I553,FRC2	2943014 e	3170227 e	4242909 	4425922 	4337701 
A,TOTAL,NR,I551-I553,FRC21	1051800 e	1199677 e	1719709 	1746197 	1666732 
A,TOTAL,NR,I551-I553,FRC22	1518509 e	1542778 e	1920218 	1996295 	1980707 
A,TOTAL,NR,I551-I553,FRC23	203306 e	224528 e	293745 	348947 	344698 
A,TOTAL,NR,I551-I553,FRC24	169400 e	203243 e	309236 	334483 	345563 
A,TOTAL,NR,I551-I553,FRD	9692409 u	11743016 e	16539056 	16825099 	16375266 
A,TOTAL,NR,I551-I553,FRD1	6539885 e	7973097 e	11025012 	11185191 	10960341 
A,TOTAL,NR,I551-I553,FRD11	4382274 e	5300765 e	7360300 	7447253 	7321302 
A,TOTAL,NR,I551-I553,FRD12	1847305 e	2289868 e	3131173 	3206279 	3085880 
A,TOTAL,NR,I551-I553,FRD13	310307 e	382465 e	533538 	531659 	553159 
A,TOTAL,NR,I551-I553,FRD2	3152525 u	3769919 e	5514045 	5639908 	5414925 
A,TOTAL,NR,I551-I553,FRD21	1110562 e	1323558 e	1852188 	1860696 	1697714 
A,TOTAL,NR,I551-I553,FRD22	2041963 e	2446360 e	3661855 	3779212 	3717211 
A,TOTAL,NR,I551-I553,FRE	8036724 u	9964510 e	15081910 	15603949 	15547686 
A,TOTAL,NR,I551-I553,FRE1	4669549 e	5780910 e	8785532 	9114394 	9124827 
A,TOTAL,NR,I551-I553,FRE11	2437000 e	3117171 e	4744360 	4963567 	5031220 
A,TOTAL,NR,I551-I553,FRE12	2232548 e	2663738 e	4041172 	4150828 	4093609 
A,TOTAL,NR,I551-I553,FRE2	3367175 u	4183600 e	6296379 	6489556 	6422859 
A,TOTAL,NR,I551-I553,FRE21	891745 e	1119162 e	1757868 	1815777 	1733923 
A,TOTAL,NR,I551-I553,FRE22	825898 e	1079027 e	1563687 	1639783 	1660584 
A,TOTAL,NR,I551-I553,FRE23	1649531 e	1985412 e	2974825 	3033996 	3028351 
A,TOTAL,NR,I551-I553,FRF	11607146 u	14884693 e	21926119 	23036872 	22770509 
A,TOTAL,NR,I551-I553,FRF1	4843582 e	6707893 e	10284586 	11133878 	11050960 
A,TOTAL,NR,I551-I553,FRF11	2690679 e	3721675 e	5809095 	6270853 	6267593 
A,TOTAL,NR,I551-I553,FRF12	2152903 e	2986218 e	4475490 	4863025 	4783366 
A,TOTAL,NR,I551-I553,FRF2	2334302 u	2930471 e	4295536 	4421948 	4359919 
A,TOTAL,NR,I551-I553,FRF21	285172 e	329007 e	471313 	476478 	463503 
A,TOTAL,NR,I551-I553,FRF22	635695 e	761221 e	1111600 	1160735 	1104447 
A,TOTAL,NR,I551-I553,FRF23	1081825 e	1426837 e	2092176 	2169177 	2177108 
A,TOTAL,NR,I551-I553,FRF24	331611 e	413407 e	620446 	615558 	614862 
A,TOTAL,NR,I551-I553,FRF3	4429262 e	5246327 e	7345998 	7481046 	7359630 
A,TOTAL,NR,I551-I553,FRF31	765679 e	987086 e	1427553 	1391663 	1387284 
A,TOTAL,NR,I551-I553,FRF32	180420 e	224202 e	318877 	306211 	294350 
A,TOTAL,NR,I551-I553,FRF33	2033387 e	2490772 e	3528235 	3624085 	3655647 
A,TOTAL,NR,I551-I553,FRF34	1449775 e	1544268 e	2071334 	2159088 	2022350 
A,TOTAL,NR,I551-I553,FRG	15540951 e	19660926 e	25350473 	25877514 	25141249 
A,TOTAL,NR,I551-I553,FRG0	15540951 e	19660926 e	25350473 	25877514 	25141249 
A,TOTAL,NR,I551-I553,FRG01	5036136 e	6448540 e	8665989 	8578280 	8231114 
A,TOTAL,NR,I551-I553,FRG02	1368897 e	1771793 e	2460861 	2568462 	2610385 
A,TOTAL,NR,I551-I553,FRG03	232620 e	312254 e	483019 	504685 	479691 
A,TOTAL,NR,I551-I553,FRG04	775250 e	948048 e	1378573 	1408286 	1376125 
A,TOTAL,NR,I551-I553,FRG05	8128047 e	10180291 e	12362031 	12817803 	12443934 
A,TOTAL,NR,I551-I553,FRH	16281271 e	20049429 e	26161642 	26811895 	25514197 
A,TOTAL,NR,I551-I553,FRH0	16281271 e	20049429 e	26161642 	26811895 	25514197 
A,TOTAL,NR,I551-I553,FRH01	2601582 e	3107460 e	4106031 	4242748 	4162028 
A,TOTAL,NR,I551-I553,FRH02	5354181 e	6558258 e	8288092 	8556544 	8264147 
A,TOTAL,NR,I551-I553,FRH03	3111452 e	3975806 e	5599857 	5608314 	5497555 
A,TOTAL,NR,I551-I553,FRH04	5214057 e	6407906 e	8167664 	8404289 	7590467 
A,TOTAL,NR,I551-I553,FRI	36749243 e	45940035 e	56083631 	57310990 	56971148 
A,TOTAL,NR,I551-I553,FRI1	23992319 e	30088512 e	36095300 	37035288 	37188181 
A,TOTAL,NR,I551-I553,FRI11	3421191 e	4235081 e	5009643 	5158033 	5130203 
A,TOTAL,NR,I551-I553,FRI12	8371294 e	10707673 e	12945732 	13301730 	13205071 
A,TOTAL,NR,I551-I553,FRI13	7139221 e	8841621 e	9995440 	10184605 	10266220 
A,TOTAL,NR,I551-I553,FRI14	745940 e	927454 e	1360848 	1504114 	1524772 
A,TOTAL,NR,I551-I553,FRI15	4314673 e	5376682 e	6783638 	6886805 	7061914 
A,TOTAL,NR,I551-I553,FRI2	1771882 e	2088588 e	2598843 	2541840 	2562668 
A,TOTAL,NR,I551-I553,FRI21	987007 e	1140584 e	1334356 	1296467 	1293015 
A,TOTAL,NR,I551-I553,FRI22	204195 e	242220 e	309207 	320075 	330666 
A,TOTAL,NR,I551-I553,FRI23	580680 e	705784 e	955281 	925297 	938988 
A,TOTAL,NR,I551-I553,FRI3	10985041 e	13762935 e	17389487 	17733863 	17220299 
A,TOTAL,NR,I551-I553,FRI31	436539 e	554589 e	796678 	726160 	700558 
A,TOTAL,NR,I551-I553,FRI32	8200581 e	10153668 e	12320192 	12756910 	12224014 
A,TOTAL,NR,I551-I553,FRI33	422978 e	534669 e	743242 	733975 	742646 
A,TOTAL,NR,I551-I553,FRI34	1924943 e	2520007 e	3529376 	3516818 	3553080 
A,TOTAL,NR,I551-I553,FRJ	35480517 e	45271105 e	55479294 	56175877 	56264180 
A,TOTAL,NR,I551-I553,FRJ1	24552740 e	32037945 e	38505844 	38706486 	38442593 
A,TOTAL,NR,I551-I553,FRJ11	2268745 e	3004561 e	3640228 	3771665 	3649309 
A,TOTAL,NR,I551-I553,FRJ12	3584764 e	4846459 e	5833893 	5787688 	5858278 
A,TOTAL,NR,I551-I553,FRJ13	10172246 e	13709736 e	16556450 	16627679 	16521626 
A,TOTAL,NR,I551-I553,FRJ14	978218 e	1168293 e	1292595 	1311486 	1291561 
A,TOTAL,NR,I551-I553,FRJ15	7548767 e	9308897 e	11182675 	11207968 	11121818 
A,TOTAL,NR,I551-I553,FRJ2	10927777 e	13233159 e	16973451 	17469392 	17821586 
A,TOTAL,NR,I551-I553,FRJ21	805544 e	870307 e	1154635 	1094826 	1129266 
A,TOTAL,NR,I551-I553,FRJ22	1595636 e	1980564 e	2182885 	2161702 	2196707 
A,TOTAL,NR,I551-I553,FRJ23	2933633 e	3645138 e	5107023 	5290415 	5512668 
A,TOTAL,NR,I551-I553,FRJ24	527855 e	686324 e	797251 	748507 	760787 
A,TOTAL,NR,I551-I553,FRJ25	1382939 e	1628949 e	1914749 	1875147 	1881885 
A,TOTAL,NR,I551-I553,FRJ26	2713550 e	3256664 e	4378811 	4824996 	4871622 
A,TOTAL,NR,I551-I553,FRJ27	595539 e	702169 e	855233 	864749 	860548 
A,TOTAL,NR,I551-I553,FRJ28	373084 e	463045 e	582866 	609051 	608102 
A,TOTAL,NR,I551-I553,FRK	38590804 e	41540054 e	60098485 	61054054 	61572086 
A,TOTAL,NR,I551-I553,FRK1	4867297 e	5639252 e	7073269 	7301468 	7193477 
A,TOTAL,NR,I551-I553,FRK11	822306 e	1012596 e	1248227 	1246010 	1154324 
A,TOTAL,NR,I551-I553,FRK12	782544 e	854208 e	1038879 	1034805 	1059926 
A,TOTAL,NR,I551-I553,FRK13	544933 e	673829 e	819370 	889762 	837165 
A,TOTAL,NR,I551-I553,FRK14	2717514 e	3098619 e	3966791 	4130890 	4142062 
A,TOTAL,NR,I551-I553,FRK2	33723507 e	35900802 e	53025217 	53752587 	54378610 
A,TOTAL,NR,I551-I553,FRK21	1414036 e	1702847 e	2302555 	2395592 	2363080 
A,TOTAL,NR,I551-I553,FRK22	3884061 e	4702622 e	5530616 	5607236 	5716682 
A,TOTAL,NR,I551-I553,FRK23	2179564 e	2753185 e	3420983 	3354403 	3379830 
A,TOTAL,NR,I551-I553,FRK24	3597078 e	3886419 e	5709400 	5801141 	5696257 
A,TOTAL,NR,I551-I553,FRK25	565789 e	688240 e	936478 	934775 	923055 
A,TOTAL,NR,I551-I553,FRK26	3956229 e	5233001 e	7669059 	8005210 	8281453 
A,TOTAL,NR,I551-I553,FRK27	10650488 e	9278367 e	15681157 	15674496 	15998882 
A,TOTAL,NR,I551-I553,FRK28	7476260 e	7656122 e	11774969 	11979735 	12019371 
A,TOTAL,NR,I551-I553,FRL	33033812 e	42615124 e	55539119 	55080043 	56578519 
A,TOTAL,NR,I551-I553,FRL0	33033812 e	42615124 e	55539119 	55080043 	56578519 
A,TOTAL,NR,I551-I553,FRL01	2723908 e	3274313 e	3665380 	3606003 	3919614 
A,TOTAL,NR,I551-I553,FRL02	3858711 e	3696795 e	4603949 	4334741 	4518931 
A,TOTAL,NR,I551-I553,FRL03	6895203 e	8860901 e	12793792 	13315819 	13733772 
A,TOTAL,NR,I551-I553,FRL04	6363615 e	8718941 e	11866540 	11580166 	11760758 
A,TOTAL,NR,I551-I553,FRL05	10584207 e	14232497 e	17745973 	17376667 	17718586 
A,TOTAL,NR,I551-I553,FRL06	2608169 e	3831678 e	4863485 	4866646 	4926857 
A,TOTAL,NR,I551-I553,FRM	6197540 e	9259540 e	11011106 	10216547 	10884056 
A,TOTAL,NR,I551-I553,FRM0	6197540 e	9259540 e	11011106 	10216547 	10884056 
A,TOTAL,NR,I551-I553,FRM01	3502360 e	5032526 e	5900059 	5561700 	5864810 
A,TOTAL,NR,I551-I553,FRM02	2695179 e	4227014 e	5111046 	4654848 	5019246 
A,TOTAL,NR,I551-I553,FRY	2487551 e	2717280 e	4450090 	4693367 	4621393 
A,TOTAL,NR,I551-I553,FRY1	629228 e	674653 e	1189951 	1309221 	1280655 
A,TOTAL,NR,I551-I553,FRY10	629228 e	674653 e	1189951 	1309221 	1280655 
A,TOTAL,NR,I551-I553,FRY2	724746 e	693467 e	1177180 	1244021 	1209985 
A,TOTAL,NR,I551-I553,FRY20	724746 e	693467 e	1177180 	1244021 	1209985 
A,TOTAL,NR,I551-I553,FRY3	234497 e	279416 e	396794 	420028 	415009 
A,TOTAL,NR,I551-I553,FRY30	234497 e	279416 e	396794 	420028 	415009 
A,TOTAL,NR,I551-I553,FRY4	850734 e	1003561 e	1597131 	1558174 	1548870 
A,TOTAL,NR,I551-I553,FRY40	850734 e	1003561 e	1597131 	1558174 	1548870 
A,TOTAL,NR,I551-I553,FRY5	48344 e	66182 e	89034 	161925 	166875 
A,TOTAL,NR,I551-I553,FRY50	48344 e	66182 e	89034 	161925 	166875 
A,TOTAL,NR,I551-I553,HR	40771344 	70171684 	90005383 	92341148 	93643696 
A,TOTAL,NR,I551-I553,HR0	40771344 	70171684 	90005383 	92341148 	93643696 
A,TOTAL,NR,I551-I553,HR02	454336 	809353 	1170675 	1336557 	1361794 
A,TOTAL,NR,I551-I553,HR021	34624 	49042 	68319 	83102 	84258 
A,TOTAL,NR,I551-I553,HR022	14102 	20992 	32323 	36032 	42920 
A,TOTAL,NR,I551-I553,HR023	21399 	37669 	61067 	64782 	66678 
A,TOTAL,NR,I551-I553,HR024	24390 	39503 	58118 	68137 	71509 
A,TOTAL,NR,I551-I553,HR025	97350 	161056 	218462 	253118 	265554 
A,TOTAL,NR,I551-I553,HR026	47335 	67903 	123683 	150735 	158101 
A,TOTAL,NR,I551-I553,HR027	179963 	400387 	553213 	622764 	599607 
A,TOTAL,NR,I551-I553,HR028	35173 	32801 	55490 	57887 	73167 
A,TOTAL,NR,I551-I553,HR03	39055359 	67200948 	85573240 	87317514 	88380689 
A,TOTAL,NR,I551-I553,HR031	7820132 	12440485 	15506252 	15594014 	15410030 
A,TOTAL,NR,I551-I553,HR032	1330923 	2212597 	2815516 	2903811 	2938289 
A,TOTAL,NR,I551-I553,HR033	5473305 	8276797 	10066168 	10122010 	10461110 
A,TOTAL,NR,I551-I553,HR034	2708611 	4382391 	5225408 	5066777 	5129730 
A,TOTAL,NR,I551-I553,HR035	7876957 	13469848 	17081684 	17771567 	18266025 
A,TOTAL,NR,I551-I553,HR036	11438032 	21715154 	27668230 	28096850 	27881797 
A,TOTAL,NR,I551-I553,HR037	2407399 	4703676 	7209982 	7762485 	8293708 
A,TOTAL,NR,I551-I553,HR05	780077 	1375224 	2206044 	2507454 	2646443 
A,TOTAL,NR,I551-I553,HR050	780077 	1375224 	2206044 	2507454 	2646443 
A,TOTAL,NR,I551-I553,HR06	481572 	786159 	1055424 	1179623 	1254770 
A,TOTAL,NR,I551-I553,HR061	95673 	144061 	203937 	215597 	224739 
A,TOTAL,NR,I551-I553,HR062	85036 	148509 	201636 	240110 	254431 
A,TOTAL,NR,I551-I553,HR063	17856 	27561 	36987 	44950 	41870 
A,TOTAL,NR,I551-I553,HR064	200684 	315268 	383672 	414222 	435119 
A,TOTAL,NR,I551-I553,HR065	82323 	150760 	229192 	264744 	298611 
A,TOTAL,NR,I551-I553,HU	14598682 	17370771 	29446040 	30488308 	31802810 
A,TOTAL,NR,I551-I553,HU1	3062675 	4302030 	10091475 	11392276 	12331221 
A,TOTAL,NR,I551-I553,HU11	2435180 	3468282 	8722977 	9980022 	10922488 
A,TOTAL,NR,I551-I553,HU110	2435180 	3468282 	8722977 	9980022 	10922488 
A,TOTAL,NR,I551-I553,HU12	627495 	833748 	1368498 	1412254 	1408733 
A,TOTAL,NR,I551-I553,HU120	627495 	833748 	1368498 	1412254 	1408733 
A,TOTAL,NR,I551-I553,HU2	7178535 	8200313 	12262591 	12036313 	12262636 
A,TOTAL,NR,I551-I553,HU21	2279310 	2650795 	3832131 	4068515 	3972492 
A,TOTAL,NR,I551-I553,HU211	338528 	394597 	655660 	838868 	697687 
A,TOTAL,NR,I551-I553,HU212	333578 	368656 	586275 	580374 	594231 
A,TOTAL,NR,I551-I553,HU213	1607204 	1887542 	2590196 	2649273 	2680574 
A,TOTAL,NR,I551-I553,HU22	2932768 	3365820 	5471517 	5242339 	5528461 
A,TOTAL,NR,I551-I553,HU221	638635 	734446 	1294448 	1283396 	1307479 
A,TOTAL,NR,I551-I553,HU222	823374 	976023 	1618098 	1465871 	1551450 
A,TOTAL,NR,I551-I553,HU223	1470759 	1655351 	2558971 	2493072 	2669532 
A,TOTAL,NR,I551-I553,HU23	1966457 	2183698 	2958943 	2725459 	2761683 
A,TOTAL,NR,I551-I553,HU231	514763 	573793 	792848 	682130 	656339 
A,TOTAL,NR,I551-I553,HU232	1289445 	1426622 	1965816 	1883300 	1940190 
A,TOTAL,NR,I551-I553,HU233	162249 	183283 	200279 	160029 	165154 
A,TOTAL,NR,I551-I553,HU3	4357472 	4868428 	7091974 	7059719 	7208953 
A,TOTAL,NR,I551-I553,HU31	1732568 	1847266 	2619973 	2642119 	2612737 
A,TOTAL,NR,I551-I553,HU311	707230 	791047 	1092786 	1112347 	1126841 
A,TOTAL,NR,I551-I553,HU312	908659 	924793 	1353377 	1379584 	1336899 
A,TOTAL,NR,I551-I553,HU313	116679 	131426 	173810 	150188 	148997 
A,TOTAL,NR,I551-I553,HU32	1444271 	1615150 	2462340 	2356600 	2470393 
A,TOTAL,NR,I551-I553,HU321	783508 	874425 	1393023 	1354187 	1478885 
A,TOTAL,NR,I551-I553,HU322	361390 	398866 	543813 	528933 	543204 
A,TOTAL,NR,I551-I553,HU323	299373 	341859 	525504 	473480 	448304 
A,TOTAL,NR,I551-I553,HU33	1180633 	1406012 	2009661 	2061000 	2125823 
A,TOTAL,NR,I551-I553,HU331	315029 	388915 	573449 	609561 	640627 
A,TOTAL,NR,I551-I553,HU332	455855 	487457 	696599 	723381 	714240 
A,TOTAL,NR,I551-I553,HU333	409749 	529640 	739613 	728058 	770956 
A,TOTAL,NR,I551-I553,IE	16140254 e	14930451 e	34930828 	40636150 	41677951 
A,TOTAL,NR,I551-I553,IE0	16140254 e	14930451 e	34930828 	40636150 	41677951 
A,TOTAL,NR,I551-I553,IE04	4911225 e	4254138 e	8822937 	13222059 	12255281 
A,TOTAL,NR,I551-I553,IE041	1774539 e	2481371 e	4021916 	8114389 	6562299 
A,TOTAL,NR,I551-I553,IE042	3136686 e	1772767 e	4801021 	5107670 	5692982 
A,TOTAL,NR,I551-I553,IE05	8599156 e	6701214 e	15410374 	17462295 	14273436 
A,TOTAL,NR,I551-I553,IE051	2166104 e	1382289 e	3046384 	3905368 	3323932 
A,TOTAL,NR,I551-I553,IE052	2077238 e	1492397 e	4013886 	3447289 	3462487 
A,TOTAL,NR,I551-I553,IE053	4355814 e	3826528 e	8350106 	10109638 	7487017 
A,TOTAL,NR,I551-I553,IE06	2629873 e	3975099 e	10697516 	9951796 	15149234 
A,TOTAL,NR,I551-I553,IE061	1142759 e	2195930 e	5920922 	5676266 	10856401 
A,TOTAL,NR,I551-I553,IE062	702595 e	1248767 e	2486569 	1910276 	2547284 
A,TOTAL,NR,I551-I553,IE063	784519 e	530402 e	2290026 	2365254 	1745549 
A,TOTAL,NR,I551-I553,IS	3295557 	5012414 	8547184 	9518591 	: 
A,TOTAL,NR,I551-I553,IS0	3295557 	5012414 	8547184 	9518591 	: 
A,TOTAL,NR,I551-I553,IS00	3295557 	5012414 	8547184 	9518591 	: 
A,TOTAL,NR,I551-I553,IS001	1064170 	1452665 	3159291 	3483746 	: 
A,TOTAL,NR,I551-I553,IS002	2231387 	3559749 	5387893 	6034845 	: 
